time_key,open,high,low,close,volume
2021-10-21,141.34,142.18,138.22,139.05,28831351
2021-10-22,139.28,139.72,137.99,138.36,3496052
2021-10-25,138.77,141.33,138.44,140.44,11197664
2021-10-26,140.37,141.62,136.22,137.52,28398884
2021-10-27,137.2,138.1,137.2,137.64,15016513
2021-10-28,137.58,137.58,135.1,136.63,3345262
2021-10-29,136.66,137.75,135.73,135.97,3861769
2021-11-01,135.99,138.32,134.67,138.21,33578515
2021-11-02,138.52,139.47,137.43,139.45,8680302
2021-11-03,139.35,142.96,138.07,142.49,6715703
2021-11-04,142.59,143.01,141.47,142.2,23806191
2021-11-05,141.91,142.25,140.03,140.67,7400654
2021-11-08,140.8,140.81,139.72,140.22,27164332
2021-11-09,140.22,141.38,140.07,140.82,23131546
2021-11-10,140.61,141.37,139.72,141.28,27009737
2021-11-11,141.21,141.26,138.43,138.88,21189370
2021-11-12,138.83,140.07,138.36,139.14,31799337
2021-11-15,139.06,140.73,138.44,139.7,26855923
2021-11-16,140.2,145.8,139.64,145.38,18365412
2021-11-17,145.36,151.76,145.15,149.81,3569028
2021-11-18,149.74,149.89,146.83,147.82,13119156
2021-11-19,147.2,147.56,146.97,147.2,7862946
2021-11-22,146.94,147.9,143.28,143.81,3576485
2021-11-23,143.74,144.09,141.89,142.51,13107310
2021-11-24,142.32,143.76,141.48,143.29,10645303
2021-11-25,143.69,146.4,142.93,146.11,5839388
2021-11-26,146.06,146.15,143.92,144.47,14558349
2021-11-29,144.84,145.37,141.05,143.01,21742909
2021-11-30,143.03,143.36,136.93,138.16,9593653
2021-12-01,138.17,138.85,136.87,137.85,13105112
2021-12-02,137.83,138.51,135.29,135.56,3745345
2021-12-03,135.56,135.76,133.96,134.47,4864965
2021-12-06,134.93,135.55,131.55,132.64,8825561
2021-12-07,132.02,132.93,131.19,132.49,19758175
2021-12-08,131.96,133.22,128.8,128.82,27645683
2021-12-09,128.68,129.17,125.66,125.84,32168540
2021-12-10,125.85,131.08,125.76,130.18,26294660
2021-12-13,130.36,131.01,127.41,127.55,25823438
2021-12-14,127.67,128.09,124.36,125.36,37620294
2021-12-15,125.27,129.42,125.0,129.1,12458735
2021-12-16,129.36,135.22,128.89,135.15,32532226
2021-12-17,135.43,136.19,131.9,132.67,37664234
2021-12-20,132.72,133.23,131.17,131.94,24006976
2021-12-21,132.2,133.53,131.7,132.72,34100522
2021-12-22,132.79,137.23,132.59,136.44,8089584
2021-12-23,136.29,138.24,132.65,134.34,35514972
2021-12-24,134.53,134.78,132.44,133.87,23870657
2021-12-27,133.9,135.98,133.22,135.59,11196767
2021-12-28,135.59,136.92,135.23,136.58,5279017
2021-12-29,136.99,138.23,135.74,135.82,29637342
2021-12-30,135.15,135.99,135.03,135.58,18942741
2021-12-31,135.2,135.93,131.36,132.65,14470127
2022-01-03,132.34,133.29,131.36,132.2,17439569
2022-01-04,132.1,133.24,131.67,131.69,39667487
2022-01-05,131.62,132.41,131.42,132.23,18829110
2022-01-06,131.83,132.08,130.63,131.11,5914720
2022-01-07,130.85,132.35,130.83,132.15,13353558
2022-01-10,131.92,134.46,130.87,134.34,8378461
2022-01-11,135.0,135.66,133.78,134.73,28375726
2022-01-12,135.22,135.57,134.76,135.54,32614774
2022-01-13,135.43,136.07,134.06,135.71,34114945
2022-01-14,135.62,135.9,135.59,135.77,26416660
2022-01-17,135.46,135.69,133.57,134.26,31435128
2022-01-18,133.74,135.94,133.71,134.99,18439744
2022-01-19,134.96,136.29,134.81,134.83,26226827
2022-01-20,134.56,139.58,134.17,139.4,6958067
2022-01-21,139.38,143.01,139.3,142.97,22918757
2022-01-24,142.51,144.83,142.28,143.91,23626299
2022-01-25,143.69,143.71,141.65,142.21,4150114
2022-01-26,142.25,142.29,139.65,139.73,23287415
2022-01-27,139.84,143.99,139.41,142.45,29748557
2022-01-28,142.57,143.76,140.93,143.11,16600858
2022-01-31,142.73,144.56,142.67,144.26,23164368
2022-02-01,144.51,144.79,139.21,140.3,13584721
2022-02-02,140.07,143.26,139.93,142.43,13017418
2022-02-03,142.61,143.64,142.43,143.53,7791262
2022-02-04,143.52,144.26,140.1,141.03,15130155
2022-02-07,140.65,141.19,139.71,140.03,32718200
2022-02-08,139.94,140.74,139.79,140.67,37617451
2022-02-09,140.78,141.18,139.66,140.85,26518168
2022-02-10,141.02,141.46,140.09,140.25,26101403
2022-02-11,140.21,140.53,139.1,140.07,25711382
2022-02-14,140.5,140.64,139.11,139.56,20608760
2022-02-15,139.84,140.4,138.7,139.96,18652320
2022-02-16,139.88,143.4,139.84,143.31,25974104
2022-02-17,143.52,144.11,135.84,137.48,32022824
2022-02-18,138.01,138.08,136.68,137.01,18308466
2022-02-21,137.55,138.09,136.93,137.46,23938002
2022-02-22,137.12,138.76,136.29,138.16,20396744
2022-02-23,137.91,138.46,135.79,137.39,13563989
2022-02-24,137.8,139.05,133.04,133.59,13741442
2022-02-25,133.31,135.38,133.08,134.34,5914521
2022-02-28,133.99,138.29,133.15,138.11,19274572
2022-03-01,137.97,139.16,134.31,134.77,29360869
2022-03-02,134.89,137.18,133.56,136.69,28366912
2022-03-03,136.66,137.19,134.98,136.03,39469689
2022-03-04,135.85,136.14,135.67,135.95,4477851
2022-03-07,135.77,136.11,133.4,133.71,31144319
2022-03-08,133.52,134.46,131.74,133.05,32416014
2022-03-09,132.82,136.58,132.11,135.87,19148079
2022-03-10,136.49,137.74,136.31,137.19,13470243
2022-03-11,137.27,141.2,136.77,141.05,16212776
2022-03-14,141.3,144.04,139.63,143.76,28254712
2022-03-15,143.62,145.19,143.37,144.83,34900169
2022-03-16,144.78,149.61,144.47,148.93,26780836
2022-03-17,148.72,150.18,148.63,150.04,22024935
2022-03-18,149.24,152.46,148.5,152.08,27147237
2022-03-21,151.66,151.86,150.99,151.42,5612068
2022-03-22,150.87,151.69,150.4,151.64,25500769
2022-03-23,150.96,151.04,149.22,150.01,4559195
2022-03-24,149.65,152.61,149.37,152.45,38486768
2022-03-25,152.85,153.44,148.11,149.64,35900663
2022-03-28,149.62,151.99,148.71,151.57,21808734
2022-03-29,151.96,151.99,150.03,151.17,16840996
2022-03-30,151.29,154.68,150.99,154.06,30095807
2022-03-31,154.3,156.02,153.71,155.97,26590554
2022-04-01,155.69,160.6,155.56,160.58,29101625
2022-04-04,160.75,162.68,160.74,162.52,22076532
2022-04-05,162.76,164.55,157.91,158.5,11741900
2022-04-06,158.31,158.81,157.24,158.39,5710308
2022-04-07,158.57,158.9,154.83,155.48,13482316
2022-04-08,155.66,156.49,154.05,154.26,22572959
2022-04-11,154.09,158.13,154.01,158.05,18688632
2022-04-12,157.69,161.59,157.24,159.72,21735547
2022-04-13,159.35,159.65,157.03,158.0,13274823
2022-04-14,158.03,158.28,155.22,155.5,37701182
2022-04-15,155.6,156.27,154.75,155.65,16569494
2022-04-18,155.4,155.67,152.31,152.68,34307783
2022-04-19,152.69,152.88,150.99,151.1,17465542
2022-04-20,151.27,152.56,151.2,151.91,19412695
2022-04-21,152.1,155.03,151.47,154.78,25342988
2022-04-22,155.26,157.34,155.21,156.35,12735901
2022-04-25,156.75,156.83,149.73,150.68,11135931
2022-04-26,150.38,151.73,150.29,151.48,17030060
2022-04-27,151.99,154.04,151.04,151.71,32758799
2022-04-28,151.55,153.08,151.18,152.78,8350215
2022-04-29,153.1,157.35,152.94,156.79,19188845
2022-05-02,156.81,157.36,151.39,151.68,27868325
2022-05-03,151.55,152.27,149.94,150.3,29131032
2022-05-04,149.76,152.5,149.37,151.78,19073047
2022-05-05,151.73,152.01,147.35,148.0,6013371
2022-05-06,147.54,151.65,146.49,151.56,3588537
2022-05-09,151.85,152.56,151.1,152.51,20388719
2022-05-10,152.97,155.2,152.26,154.64,32971662
2022-05-11,154.39,155.05,152.6,153.29,4044122
2022-05-12,153.38,156.18,153.32,155.35,35836713
2022-05-13,155.12,158.24,154.77,158.06,28008669
2022-05-16,157.86,159.19,156.97,158.72,3298061
2022-05-17,158.96,159.64,158.61,159.37,15717272
2022-05-18,159.36,160.78,158.98,160.13,11158556
2022-05-19,160.68,161.23,157.45,157.98,38122354
2022-05-20,157.83,158.41,157.42,157.67,23526942
2022-05-23,157.98,158.4,156.42,157.35,14992595
2022-05-24,157.38,159.12,157.22,158.38,13287786
2022-05-25,158.63,162.02,156.67,160.97,23860818
2022-05-26,160.83,161.34,158.18,158.31,3188500
2022-05-27,158.3,158.77,157.83,158.06,12523340
2022-05-30,158.02,162.88,158.02,161.87,9120166
2022-05-31,161.6,163.87,159.8,160.01,25944167
2022-06-01,160.22,161.59,157.62,157.97,27761284
2022-06-02,158.17,159.13,156.53,158.54,20280566
2022-06-03,158.73,161.24,158.06,160.75,8181079
2022-06-06,161.24,161.93,160.15,160.84,16713245
2022-06-07,161.31,165.21,161.14,164.32,34187313
2022-06-08,164.2,166.89,162.91,166.64,10536505
2022-06-09,166.77,169.98,166.12,168.95,9044598
2022-06-10,168.74,170.8,167.67,170.52,7126289
2022-06-13,170.53,176.98,169.8,176.94,33218447
2022-06-14,176.72,177.15,176.42,176.43,7435527
2022-06-15,177.0,177.45,169.37,170.84,24519893
2022-06-16,170.97,175.82,169.89,175.3,39964480
2022-06-17,175.22,175.55,173.17,174.08,26747045
2022-06-20,174.5,176.35,174.05,174.45,18255496
2022-06-21,173.69,178.39,172.73,178.18,10652593
2022-06-22,177.46,179.11,173.48,173.68,3071399
2022-06-23,173.96,174.83,169.83,170.27,8755837
2022-06-24,170.29,171.77,165.59,165.98,38258365
2022-06-27,166.06,166.07,163.33,163.93,8313331
2022-06-28,163.5,165.25,162.55,165.15,3739257
2022-06-29,165.15,167.0,164.4,166.6,33194671
2022-06-30,167.27,169.09,167.14,167.41,18487686
2022-07-01,167.68,168.14,162.9,163.69,16208851
2022-07-04,163.75,164.34,156.73,157.71,29546670
2022-07-05,157.57,158.64,157.04,157.91,22352052
2022-07-06,157.78,158.57,156.04,156.78,36840172
2022-07-07,156.11,158.02,155.5,157.99,20301160
2022-07-08,158.07,159.97,156.63,159.83,29376792
2022-07-11,160.1,161.73,159.19,160.25,35517925
2022-07-12,159.74,162.41,158.68,162.26,20154152
2022-07-13,162.05,162.93,161.51,162.92,13518413
2022-07-14,162.54,164.54,160.91,164.37,39054355
2022-07-15,164.05,164.72,162.1,162.58,11391370
2022-07-18,162.6,163.04,161.35,162.18,4454817
2022-07-19,161.5,162.9,161.08,162.75,24391656
2022-07-20,162.95,165.03,162.32,164.96,39515011
2022-07-21,165.2,165.7,163.12,163.98,6198220
2022-07-22,163.9,166.31,163.84,165.41,34427487
2022-07-25,164.59,165.02,164.56,164.78,33726009
2022-07-26,164.45,164.91,163.83,164.53,37370410
2022-07-27,164.94,167.15,164.83,166.78,18597817
2022-07-28,165.86,166.36,160.49,161.53,12426579
2022-07-29,161.42,161.77,157.6,158.25,21949286
2022-08-01,157.87,158.5,154.37,154.56,8270948
2022-08-02,154.8,155.56,147.94,148.85,34185466
2022-08-03,148.65,149.61,146.1,147.29,27542665
2022-08-04,147.41,150.44,146.84,149.12,20883055
2022-08-05,149.28,149.93,148.28,148.5,22086799
2022-08-08,149.04,149.05,148.47,149.03,29348509
2022-08-09,148.96,151.69,148.47,151.68,22357214
2022-08-10,151.8,155.04,151.68,154.96,34072844
2022-08-11,154.5,155.36,153.87,154.86,37210909
2022-08-12,155.22,159.45,154.25,158.27,38142234
2022-08-15,158.03,158.64,157.77,158.57,25942993
2022-08-16,158.39,159.0,156.36,156.51,30474376
2022-08-17,156.5,156.57,154.55,155.08,14509361
2022-08-18,154.6,155.21,151.06,151.47,4410317
2022-08-19,151.54,152.37,149.2,149.38,17802462
2022-08-22,149.67,149.84,148.17,148.58,35253297
2022-08-23,148.67,150.66,148.64,150.55,7939345
2022-08-24,150.07,155.2,149.76,154.76,23191370
2022-08-25,154.72,156.41,150.85,151.4,10115619
2022-08-26,151.62,152.62,151.34,152.41,18883058
2022-08-29,151.84,152.2,149.43,149.93,8303952
2022-08-30,149.61,151.94,149.11,151.13,30185555
2022-08-31,151.4,152.37,150.83,150.87,32980779
2022-09-01,150.96,152.15,146.06,146.51,31059098
2022-09-02,146.64,149.44,146.25,148.75,29080318
2022-09-05,149.3,150.08,146.54,147.37,11700657
2022-09-06,147.51,147.54,145.24,146.17,22622765
2022-09-07,146.36,146.43,142.96,143.73,6877070
2022-09-08,144.5,145.16,141.9,142.28,16851609
2022-09-09,142.22,143.53,140.82,143.31,21715154
2022-09-12,143.08,143.96,142.8,142.93,27734288
2022-09-13,143.06,144.32,140.89,143.74,6581690
2022-09-14,143.87,145.64,143.7,144.63,33077497
2022-09-15,144.48,148.44,144.29,147.75,19979478
2022-09-16,147.44,147.8,146.7,146.99,35605628
2022-09-19,147.67,148.13,143.31,143.58,22516592
2022-09-20,143.67,147.24,143.07,146.09,23239600
2022-09-21,145.87,146.42,145.29,145.37,28625876
2022-09-22,145.64,148.06,144.34,148.02,33335749
2022-09-23,147.99,149.86,147.81,148.99,8832123
2022-09-26,148.91,149.69,148.54,148.74,21918320
2022-09-27,148.9,149.69,148.23,149.63,4108323
2022-09-28,149.24,154.88,148.93,154.36,20557613
2022-09-29,154.47,161.45,154.36,159.55,33100036
2022-09-30,160.16,160.99,159.3,159.79,35020978
2022-10-03,159.94,161.21,159.32,160.26,13490250
2022-10-04,160.14,163.36,158.0,163.09,17295835
2022-10-05,162.92,163.12,160.73,160.95,23407768
2022-10-06,160.81,162.75,159.64,161.87,17648769
2022-10-07,161.79,162.31,161.22,161.87,9588925
2022-10-10,161.74,164.68,161.7,162.74,14281719
2022-10-11,163.04,163.68,160.2,160.64,17950095
2022-10-12,160.08,160.19,156.18,156.62,22191963
2022-10-13,156.89,157.04,150.97,151.48,37067086
2022-10-14,151.37,151.73,148.36,148.84,23159451
2022-10-17,148.95,149.54,147.55,147.8,17323317
2022-10-18,147.47,147.92,146.53,147.17,27437062
2022-10-19,147.56,151.95,147.1,151.79,31603064
2022-10-20,152.17,155.96,151.47,154.54,18928585
2022-10-21,154.83,155.19,151.32,152.22,21102824
2022-10-24,151.76,153.45,150.95,153.13,11059979
2022-10-25,153.38,154.22,151.67,152.19,34997143
2022-10-26,152.32,152.8,150.82,151.56,35073156
2022-10-27,151.07,152.76,151.04,152.07,9471670
2022-10-28,152.06,153.74,151.47,153.64,15802032
2022-10-31,153.75,156.11,151.52,152.87,13062077
2022-11-01,153.04,156.52,152.37,155.53,37148906
2022-11-02,155.58,157.05,152.61,152.75,5413310
2022-11-03,152.84,153.26,152.35,152.83,10672073
2022-11-04,153.28,160.82,152.98,159.24,14651572
2022-11-07,159.63,160.86,158.84,159.87,23722126
2022-11-08,158.95,163.61,157.76,163.6,12212217
2022-11-09,163.5,164.81,162.91,163.91,22854758
2022-11-10,163.85,165.72,163.39,165.49,30647375
2022-11-11,164.91,165.79,164.35,165.41,33659970
2022-11-14,165.44,165.74,163.9,165.03,6665286
2022-11-15,165.44,166.01,162.23,163.03,8137501
2022-11-16,162.68,166.09,162.09,164.22,6522162
2022-11-17,164.33,165.13,161.76,162.05,36667675
2022-11-18,161.75,165.13,160.65,163.84,27127657
2022-11-21,163.62,167.12,162.46,166.75,22662842
2022-11-22,167.24,168.75,166.56,167.79,32263762
2022-11-23,167.61,168.62,167.02,167.09,24686047
2022-11-24,167.25,168.73,166.26,168.37,11711794
2022-11-25,167.74,168.72,167.51,167.61,21876152
2022-11-28,168.23,170.98,167.34,170.19,29018823
2022-11-29,170.39,172.58,164.19,165.27,4332921
2022-11-30,165.21,165.83,164.28,164.45,25434406
2022-12-01,164.63,165.05,158.46,159.27,21392354
2022-12-02,158.82,159.07,155.2,155.53,5571737
2022-12-05,155.89,159.37,155.45,158.98,12751337
2022-12-06,158.88,162.04,157.96,161.32,19595798
2022-12-07,161.26,163.49,159.29,159.53,15679462
2022-12-08,159.37,159.72,154.9,155.76,13732457
2022-12-09,155.58,155.87,148.12,148.43,27016759
2022-12-12,148.64,149.01,146.95,147.2,17961421
2022-12-13,147.28,154.44,146.92,152.96,21414793
2022-12-14,153.16,154.1,152.92,154.09,32537683
2022-12-15,154.09,155.08,151.99,152.77,6449073
2022-12-16,152.93,154.17,152.51,153.97,16316488
2022-12-19,153.84,154.47,150.15,150.18,5702527
2022-12-20,150.85,151.06,149.48,149.53,37311145
2022-12-21,149.06,150.85,148.54,149.83,9869334
2022-12-22,150.21,150.25,148.91,149.68,33335100
2022-12-23,150.09,152.01,149.33,151.63,10062750
2022-12-26,151.38,152.81,151.02,152.53,14990094
2022-12-27,153.21,154.45,152.2,154.22,25507128
